"PublicationID","PubTypeID","Year","Citation","ArticleTitle","Journal","Volume","Issue","Pages","CitationNumber","DOI","BookTitle","NumVolumes","Edition","VolumeTitle","SeriesTitle","SeriesVolume","Publisher","URL","City","State","Country","OriginalLanguage","Notes","RecDateCreated","RecDateModified"
3711,1,"2007","Cantino, P. D., J. A. Doyle, S. W. Graham, W. S. Judd, R. G. Olmstead, D. E. Soltis, P. S. Soltis, and M. J. Donoghue. 2007. Towards a phylogenetic nomenclature of Tracheophyta. Taxon 56(3):E1-E44.","Towards a phylogenetic nomenclature of Tracheophyta","Taxon","56","3","E1-E44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3712,1,"2006","Smith, A. R., K. M. Pryer, E. Schuettpelz, P. Korall, H. Schneider, and P. G. Wolf. 2006. A classification for extant ferns. Taxon 55:705-731.","A classification for extant ferns","Taxon","55","3","705-731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3713,4,"2003","Flora of North America Editorial Committee. 2003. Flora of North America north of Mexico. Volume 25. Magnoliophyta: Commelinidae (in part): Poaceae, part 2. Oxford University Press, New York, New York, USA.",NA,NA,"25",NA,NA,NA,NA,"Flora of North America north of Mexico",NA,NA,"Magnoliophyta: Commelinidae (in part): Poaceae, part 2",NA,NA,"Oxford University Press",NA,"New York","New York","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3714,1,"1970","Srivastava, S. K., and Rouse, G. E. 1970. Systematic revision of Aquilapollenites Rouse 1957. Canadian Journal of Botany 48:1591-1601.","Systematic revision of Aquilapollenites Rouse 1957","Canadian Journal of Botany","48",NA,"1591-1601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3715,4,"2010","Flora of North America Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7. Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York, New York, USA.",NA,NA,"7",NA,NA,NA,NA,"Flora of North America north of Mexico",NA,NA,"Magnoliophyta: Salicaceae to Brassicaceae",NA,NA,"Oxford University Press",NA,"New York","New York","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3716,4,"2009","Davidse, G., M. Sousa Sánchez, S. Knapp, and F. Chiang Cabrera, editors. 1995. Flora Mesoamericana. Volume 4. Cucurbitaceae a Polemoniaceae. Universidad Nacional Autónoma de México, Mexico City, Mexico; Missouri Botanical Garden, St. Louis, Missouri, USA; The Natural History Museum, London, United Kingdom.",NA,NA,"4",NA,NA,NA,NA,"Flora Mesoamericana",NA,NA,"Cucurbitaceae a Polemoniaceae",NA,NA,"Universidad Nacional Autónoma de México,  Missouri Botanical Garden, and The Natural History Museum",NA,"Mexico City, St. Louis, and London",NA,"Mexico, USA, and United Kingdom","Spanish",NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3717,4,"2006","Flora of North America Editorial Committee. 2006. Flora of North America north of Mexico. Volume 21. Magnoliophyta: Asteridae, part 8: Asteraceae, part 3. Oxford University Press, New York, New York, USA.",NA,NA,"21",NA,NA,NA,NA,"Flora of North America north of Mexico",NA,NA,"Magnoliophyta: Asteridae, part 8: Asteraceae, part 3",NA,NA,"Oxford University Press",NA,"New York","New York","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3718,1,"2006","Cristofolini, G., and A. Troìa. 2006 A reassessment of the sections of the genus Cytisus Desf. (Cytiseae, Leguminosae). Taxon 55(3):733-746.","A reassessment of the sections of the genus Cytisus Desf. (Cytiseae, Leguminosae)","Taxon","55","3","733-746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3719,1,"1956","Potonié, R. 1956. Synopsis der Gattungen der Sporae dispersae. I. Teil: Sporites. Beihefte zum Geologischen Jahrbuch 23:1-103.","Synopsis der Gattungen der Sporae dispersae. I. Teil: Sporites","Beihefte zum Geologischen Jahrbuch","23",NA,"1-103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3720,3,"1961","Pierce, R. 1961. Lower Upper Cretaceous plant microfossils from Minnesota. Bullentin 42, Minnesota Geological Survey, Minneapolis, Minnestoa, USA.",NA,NA,NA,NA,NA,NA,NA,"Lower Upper Cretaceous plant microfossils from Minnesota",NA,NA,NA,"Bulletin","42","Minnesota Geological Survey",NA,"Minneapolis","Minnesota","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3721,4,"2012","Baldwin, B.G., D.H. Goldman, D. J. Keil, R. Patterson, and T.J. Rosatti, editors. 2012, The Jepson manual, second edition. University of California Press, Berkeley, California, USA.",NA,NA,NA,NA,NA,NA,NA,"The Jepson manual",NA,"second",NA,NA,NA,"University of California Press",NA,"Berkeley","California","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3722,3,"2005","Holmgren, N.H., P.K. Holmgren, and A. Cronquist. 2005. Vascular Plants of the Intermountain West, U.S.A. Volume 2, Part B. Subclass Dilleniidae. The New York Botanical Garden, Bronx, New York, USA.",NA,NA,"2, Part B",NA,NA,NA,NA,"Vascular Plants of the Intermountain West, U.S.A.",NA,NA,"Subclass Dilleniidae",NA,NA,"The New York Botanical Garden",NA,"Bronx","New York","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3723,4,"2006","Flora of North America Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20. Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York, New York, USA.",NA,NA,"20",NA,NA,NA,NA,"Flora of North America north of Mexico",NA,NA,"Magnoliophyta: Asteridae, part 7: Asteraceae, part 2",NA,NA,"Oxford University Press",NA,"New York","New York","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3724,1,"1993","Stuiver, M., and P.J. Reimer. 1993. Extended 14C data base and revised CALIB 3.0 14C age calibration program. Radiocarbon 35(1):215-230.","Extended 14C data base and revised CALIB 3.0 14C age calibration program","Radiocarbon","35","1","215-230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3725,1,"1986","Stuiver, M., and P.J. Reimer. 1986. A computer program for radiocarbon age calibration. Radiocarbon 28(2B):1022-1030.","A computer program for radiocarbon age calibration","Radiocarbon","28","2B","1022-1030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3726,4,"2007","Flora of North America Editorial Committee. 2007. Flora of North America north of Mexico. Volume 27. Bryophyta, part 1. Oxford University Press, New York, New York, USA.",NA,NA,"27",NA,NA,NA,NA,"Flora of North America north of Mexico",NA,NA,"Bryophyta, part 1",NA,NA,"Oxford University Press",NA,"New York","New York","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3727,1,"1983","van Geel, B., D.P. Hallewas, and J.P. Pals. 1983. A Late Holocene deposit under the Westfriese Zeedijk near Enkhuizen (Prov. of Noord-Holland, The Netherlands): palaeoecological and archaeological aspects. Review of Palaeobotany and Palynology 38:269-335.","A Late Holocene deposit under the Westfriese Zeedijk near Enkhuizen (Prov. of Noord-Holland, The Netherlands): palaeoecological and archaeological aspects","Review of Palaeobotany and Palynology","38",NA,"269-335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3728,4,"2007","Flora of North America Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24. Magnoliophyta: Commelinidae (in part): Poaceae, part 1. Oxford University Press, New York, New York, USA.",NA,NA,"24",NA,NA,NA,NA,"Flora of North America north of Mexico",NA,NA,"Magnoliophyta: Commelinidae (in part): Poaceae, part 1",NA,NA,"Oxford University Press",NA,"New York","New York","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3729,3,"2003","Flora of China Editorial Committee. 2003. Flora of China. Volume 9. Pittosporaceae through Connaraceae. Science Press and Missouri Botanical Garden, Beijing and St. Louis, China and USA.",NA,NA,"9",NA,NA,NA,NA,"Flora of China",NA,NA,"Pittosporaceae through Connaraceae",NA,NA,"Science Press and Missouri Botanical Garden",NA,"Beijing and St. Louis",NA,"China and USA",NA,NA,"2013-09-30 14:02:54","2014-02-13 01:27:02"
3730,3,"2008","Flora of China Editorial Committee. 2008. Flora of China. Volume 11. Oxalidaceae through Aceraceae. Science Press and Missouri Botanical Garden, Beijing and St. Louis, China and USA.",NA,NA,"11",NA,NA,NA,NA,"Flora of China",NA,NA,"Oxalidaceae through Aceraceae",NA,NA,"Science Press and Missouri Botanical Garden",NA,"Beijing and St. Louis",NA,"China and USA",NA,NA,"2013-09-30 14:02:54","2014-02-13 01:28:16"
3731,1,"2008","Panero, J.L., and V.A. Funk. 2008. The value of sampling anomalous taxa in phylogenetic studies: major clades of the Asteraceae revealed. Molecular Phylogenetics and Evolution 47(2):757-782. [DOI: 10.1016/j.ympev.2008.02.011]","The value of sampling anomalous taxa in phylogenetic studies: major clades of the Asteraceae revealed","Molecular Phylogenetics and Evolution","47","2","757-782",NA,"10.1016/j.ympev.2008.02.011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2014-06-12 23:13:59"
3732,11,NA,"Index Fungorum. http://www.indexfungorum.org/","Index Fungorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.indexfungorum.org/",NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3733,0,"2004","Morales, E.A.  2004.  Twelfth NAWQA Workshop on Harmonization of Algal Taxonomy.  Patrick Center for Environmental Research, The Academy of Natural Sciences of Philadelphia.  Report No. 09-03.  193 pp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3734,0,"2000","Morales, E.A.  2000.  Fourth NAWQA Taxonomy Workshop on Harmonization of Algal Taxonomy.  Patrick Center for Environmental Research, The Academy of Natural Sciences of Philadelphia.  Report No. 00-21F.  29 pp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3736,0,"2004","Aboal, M. and P.C. Silva. 2004. Validation of new combinations. Diatom Research 19(2): 361.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3737,0,"2003","Aboal, M., M. Alvarez-Cobelas, J. Cambra and L. Ector. 2003. Floristic list of non marine diatoms (Bacillariophyceae) of Iberian Peninsula, Balearic Islands, and Canary Islands. Updated taxonomy and bibliography. In: Witkowski, A. (ed), Diatom Monographs. A.R.G. Gantner Verlag K.G. 4: 639 pp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3738,0,"1812","Agardh, C.A. 1812. dispositis Algarum Suecae. Lund: Litteris Berlingianus .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3739,0,"1824","Agardh, C.A. 1824. Systema Algarum. Adumbravit C.A. Agardh. Lundae Literis Berlingianis. Lundae. 312 pp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3740,0,"1827","Agardh, C.A. 1827. Aufzählung einiger in den ostereichischen Ländern gefundenen neuen Gattungen und Arten von Algen nebst ihrer Diagnostik und beigefugten Bemerkungen. Flora oder Botanische Zeitung, Regensburg 2: 625-640.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3741,0,"1830","Agardh, C.A. 1830. Conspectus Criticus Diatomacearum. Part 1. Lundae pp. 1-16.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3742,0,"1831","Agardh, C.A. 1831. Conspectus Criticus Diatomacearum. Lund. Litteris Berlingianis Part 3: 33-48.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3743,0,"1988","Ahmad, H.M. and D.F. Charles. 1988.  PIRLA Data Base Management System User's Manual, 2nd ed.  Report Number 12. PIRLA Unpublished Report Series.  Dept. of Biology, Indiana University, Bloomington, IN.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3744,0,"1951","Aleem, A.A. and F. Hustedt. 1951. Einige neue diatomeen von der Sudkuste Englands. Bot. Notiser, 1951: 1-20.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3745,0,"1991","Alles, E., M. Nörpel-Schempp and H. Lange-Bertalot. 1991. Zur Systematik und Ökologie charakteristischer Eunotia-Arten (Bacillariophyceae) in elektrolyt-armen Bachoberläufen. Nova Hedwigia 53(1-2): 171-213.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3746,0,"2006","Alverson, A.J., S.-H. Kang and E.C. Theriot. 2006. Cell wall morphology and systematic importance of Thalassiosira ritscheri (Hustedt) Hasle, with a description of Shionodiscus gen. nov. Diatom Research 21(2): 251-262.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3747,0,"1921","Amossé, A. 1921. Diatomées contenues dans les dépôts calcaires des sources thermales d'Antsirabe (Madagascar). Bulletin du Museum National d'Histoire Naturelle 27: 249-256, 320-327.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3748,0,"1932","Amossé, A. 1932. Diatomées de la Loire-Inférieure. Bulletin de la Société des Sciences Naturelles de l'Ouest de la France (Nantes), 5ème série 2: 1-57.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3749,0,"1989","Amspoker, M.C. 1989. Nephroneis macintirei, gen. et sp. nov., A marine araphid diatom from California, U.S.A. Diatom Research 4(2): 171-177.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3750,0,"1988","Anagnostidis, K. and J. Komárek.  1988.  Modern approach to the classification system of cyanophytes.  3 - Oscillatoriales.  Arch. Hydrobiol. 80 (1-4): 327-472.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3751,0,"1990","Anagnostidis, K. and J. Komárek.  1990.  Modern approach to the classification system of cyanophytes.  5 - Stigonematales.  Arch. Hydrobiol. (Algol. Stud.)59:1-73.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3752,0,"2001","Anagnostidis, K.  2001.  Nomenclatural changes in cyanoprokaryotic order Oscillatoriales. Preslia, Praha, 73:359-375.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3753,0,"1993","Anderson, D.S., R.B. Davis, and M.S. Ford.  1993.  Relationships of sedimented diatom species (Bacillariophyceae) to environmental gradients in dilute northern New England lakes. Journal of Phycology 29: 264-277.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3754,0,"2000","Andresen, N.A., E.F. Stoermer and R.G. Kreis. 2000. New nomenclatural combinations referring to diatom taxa which occur in The Laurentian Great Lakes of North America. Diatom Research 15(2): 409-411.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3755,0,"1981","Andrews, G.W. 1981. Revision of the diatom genus Delphineis and morphology of Delphineis surirella (Ehrenberg) GW Andrews, n. comb. In: Ross, R., (ed), Proceedings of the 6th symposium on recent and fossil diatoms, Koeltz Scientific Books, Koenigstein, Germany pp. 81-92.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3756,0,"1989","Andrews, G.W. 1989. The middle Eocene araphid diatom Rhaphoneis atlantica sp. nov.: morphology and evolutionary significance. Diatom Research 4(1): 1-7.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3757,0,"1987","Andrews, G.W. and P. Rivera. 1987. Morphology and evolutionary significance of Adoneis pacifica gen. et sp.nov. (Fragilariaceae, Bacillariophyta), a marine araphid diatom from Chile. Diatom Research 2(1): 1-14.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3758,0,"2005","Algae, A.N.S.P. 2005. ANSP Algae Image Database from the Phycology Section, Patrick Center for Environmental Research, The Academy of Natural Sciences at http://diatom.acnatsci.org/AlgaeImage/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3759,0,"2009","Antoniades, D., P.B. Hamilton, F. Hinz, M.S.V. Douglas, and J.P. Smol.  2009.  Seven new species of freshwater diatoms (Bacillariophyceae) from the Canadian Arctic Archipelago.  Nova Hedwigia 88(1-2):  57-80.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3760,0,"2009","Antoniades, D., P.B. Hamilton, M.S.V. Douglas and J.P. Smol. 2008. Diatoms of North America: The freshwater floras of Prince Patrick, Ellef Ringnes and northern Ellesmere Islands from the Canadian Arctic Archipelago. In: Lange-Bertalot, H. (ed), Iconographia Diatomologica. Annotated Diatom Micrographs 17: 649 pp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3761,0,"1966","Archibald, R.E.M. 1966. Some new and rare diatoms from South Africa. Nova Hedwigia supplement 21: 253-269.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3762,0,"1971","Archibald, R.E.M. 1971. Diatoms from the Vaal Dam Catchment Area, Transvaal, South Africa. Botanica Marina 14(suppl. 1):17-70.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3763,0,"1903","Bachmann, H. 1903. Botanische Untersuchungen des Vierwaldstattersees. I. Cyclotella bodanica Eulenstein var. lemanica O. Müll. und ihre Ausoxporenbildung. Jahrbücher für wissenschaftliche Botanik 39: 106-133.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3764,0,"1983","Bahls, L.L. 1983. A new diatomfrom southeastern Montana. Proceedings of the Montana Academy of Science 42: 1-6.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3765,0,"1993","Bahls, L.L. 1993.  Periphyton bioassessment methods for Montana streams.  Water Quality Bureau, Montana Dept. Health and Environ. Sci., Helena.  23pp.+13tbls+2app.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3766,0,"1922","Bailey, L.W. 1922. Diatoms from the Quill Lakes, Saskatchewan, and from Airdrie, Alberta. Contributions to Canadian Biology 11: 157-164 (p. 1-10), pls. 1-2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3767,0,"2006","Bak, M., A. Witkowski and H. Lange-Bertalot. 2006. Diatom flora diversity in the strongly eutrophicated and ?-mesosaprobic waters of the Szczecin Lagoon, NW Poland, southern Baltic Sea. In: Ognjanova-Rumenova, N. and K. Manoylov (eds.), Advances in Phycological Studies. Festschrift in Honour of Prof. Dobrina Temniskova-Topalova. Pensoft Publishers, St. Kliment Ohridski University Press, Sofia-Moscow pp.293-317.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
